ActionName	UserName	GroupName	Help	Type	FileName	ArgIn	ArgOut
ObjectCutFrame	Отброс объектов от рамки	Правка	Отброс объектов от рамки Отброс объектов от рамки	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	SrcList:Object List	DstList:Object List	
CreateImageByList	Заливка фона	Правка	Заливка областей изображения, не являющихся объектами Заливка фона	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	Image:Image; Objects:Object List	Generated:Image	
OverlaySectionHorz	Горизонтальный график по яркости	Измерения	Создать новый горизонтальный график по яркости на изображении Горизонтальный график по яркости	 (interactive)	c:\vt5\vt5\x64\Debug\comps\oversect.dll			
OverlaySectionVert	Вертикальный график по яркости	Измерения	Создать новый вертикальный график по яркости на изображении Вертикальный график по яркости	 (interactive)	c:\vt5\vt5\x64\Debug\comps\oversect.dll			
OverlaySection	График яркости от точки до точки	Измерения	Создать новый график яркости от точки до точки на изображении График яркости от точки до точки	 (interactive)	c:\vt5\vt5\x64\Debug\comps\oversect.dll			
ReadCoords	read coords	File	read coords read coords		c:\vt5\vt5\x64\Debug\comps\Periodic.dll			
ReportEditText	Редактировать текст в выбранном поле	Печать	Редактировать текст в выбранном поле Редактировать текст в выбранном поле		c:\vt5\vt5\x64\Debug\comps\Print.dll			
Print	Печать	Печать	Печать активного документа Печать		c:\vt5\vt5\x64\Debug\comps\Print.dll			
PrintPreview	Предварительный просмотр...	Печать	Предварительный просмотр отчета перед печатью Предварительный просмотр		c:\vt5\vt5\x64\Debug\comps\Print.dll			
PrintDesignMode	Конструктор шаблона отчета...	Печать	Создать шаблон отчета Конструктор шаблона отчета		c:\vt5\vt5\x64\Debug\comps\Print.dll			
PageSetup	Параметры страницы...	Печать	Параметры страницы Параметры страницы		c:\vt5\vt5\x64\Debug\comps\Print.dll			
PrinterSetup	Настройка печати...	Печать	Настройка печати Настройка печати		c:\vt5\vt5\x64\Debug\comps\Print.dll			
FitToPage	По размеру окна	Печать	Установить размер шаблона отчета по размеру окна По размеру окна		c:\vt5\vt5\x64\Debug\comps\Print.dll			
FitToPageWidth	По ширине	Печать	Установить ширину шаблона отчета по ширине окна По ширине		c:\vt5\vt5\x64\Debug\comps\Print.dll			
TemplateSetup	Установки шаблона...	Печать	Установки шаблона Установки шаблона		c:\vt5\vt5\x64\Debug\comps\Print.dll			
PrintTemplateDelete	Удалить шаблон отчета...	Печать	Удалить шаблон отчета Удалить шаблон отчета		c:\vt5\vt5\x64\Debug\comps\Print.dll			
ShowPreviewIndirect	Просмотр отчета	Печать	Предварительный просмотр отчета перед печатью Просмотр отчета		c:\vt5\vt5\x64\Debug\comps\Print.dll	ReadOnly:int=1		
BeforePrintView	Сохранение контекста	Сохранение контекста	Сохранение контекста Сохранение контекста		c:\vt5\vt5\x64\Debug\comps\Print.dll			
ExportReportToJPEG	Экспорт в JPEG	Экспорт в JPEG	Экспорт активного документа в JPEG Экспорт в JPEG		c:\vt5\vt5\x64\Debug\comps\Print.dll	VSize:int=0		
RequestForPrintSD	Запрос данных для печати по ShellData	Edit	Запрос значений пользовательских полей для печати по ShellData Request Values For Printing from ShellData		c:\vt5\vt5\x64\Debug\comps\PrintFieldAX.dll	ShowIfDataExist:int=1		
StoreForPrint	Запись данных для печати	Edit	Запись значений пользовательских полей для печати Store Values For Printing		c:\vt5\vt5\x64\Debug\comps\PrintFieldAX.dll	ShowIfDataExist:int=1		
RequestForPrint	Запрос данных для печати	Edit	Запрос значений пользовательских полей для печати Request Values For Printing		c:\vt5\vt5\x64\Debug\comps\PrintFieldAX.dll	ShowIfDataExist:int=1; UseReportPosition:int=0; DlgTitle:string		
RequestForDB	Запрос данных для базы	Edit	Запрос значений пользовательских полей для базы данных Запрос данных для базы		c:\vt5\vt5\x64\Debug\comps\PrintFieldAX.dll	ShowIfDataExist:int=1		
ShowOptions	Установки...	Tools	Изменить установки программы Установки		c:\vt5\vt5\x64\Debug\comps\PropertySheet.dll			
ShowScript	Показать скрипт	View	Показать скрипт Показать скрипт		c:\vt5\vt5\x64\Debug\comps\ScriptDoc.dll			
ScriptChange	Заменить скрипт	Edit	Заменить скрипт Заменить скрипт		c:\vt5\vt5\x64\Debug\comps\ScriptDoc.dll			
ScriptTerminate	Остановить скрипт	Script	Остановить скрипт Остановить скрипт		c:\vt5\vt5\x64\Debug\comps\ScriptDoc.dll			
ScriptExecute	Выполнить скрипт	Script	Выполнить скрипт Выполнить скрипт		c:\vt5\vt5\x64\Debug\comps\ScriptDoc.dll			
BreakAtNextStatement	Точка останова на следующей строке	For Developers	Точка останова на следующей строке Точка останова на следующей строке		c:\vt5\vt5\x64\Debug\comps\ScriptDoc.dll			
ToggleBreakpoint	Включить/выключить точку останова	Script	Включить/выключить точку останова Включить/выключить точку останова		c:\vt5\vt5\x64\Debug\comps\ScriptDoc.dll			
StartDebugger	Запустить программу отладки	Script	Запустить внешнюю программу отладки Запустить программу отладки		c:\vt5\vt5\x64\Debug\comps\ScriptDoc.dll			
SelectFixedRect	Фиксированная прямоугольная рамка	Рамки	Shift-добавление, Alt-вычитание, Ctrl-перекрестие Фиксированная прямоугольная рамка	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll	X:double=-1; Y:double=-1; Width:double=0; Height:double=0; UseCalibration:int=0		
FourierSelectEllipse	Эллиптическая рамка на изображении Фурье	FFT	Нанести рамку эллиптической формы на изображение Фурье Эллиптическая рамка на изображении Фурье	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll			
FourierSelectFree	Произвольная рамка на изображении Фурье	FFT	Нанести рамку произвольной формы на изображение Фурье Произвольная рамка на изображении Фурье	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll			
FourierSelectCenter	Выделить центр изображения Фурье	FFT	Нанести рамку на центр изображения Фурье Выделить центр изображения Фурье	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll			
MagickStick	Волшебная палочка	Рамки	Shift-добавление, Alt-вычитание Волшебная палочка	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll			
SelectRect	Прямоугольная рамка	Рамки	Shift-добавление, Alt-вычитание, Ctrl-перекрестие Прямоугольная рамка	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll	Left:int=0; Top:int=0; Right:int=0; Bottom:int=0		
SelectArea	Произвольная рамка	Рамки	Завершение-двойное нажатие левой кнопки мыши, Shift-добавление, Alt-вычитание Произвольная рамка	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll			
SelectAdd	Добавить рамку	Рамки	Добавить новую рамку к активной Добавить рамку		c:\vt5\vt5\x64\Debug\comps\selection.dll	Select:int=-1		
SelectRemove	Удалить рамку	Рамки	Удалить новую рамку из активной Удалить рамку		c:\vt5\vt5\x64\Debug\comps\selection.dll	Select:int=-1		
SelectEllipse	Круглая рамка	Рамки	Используйте Shift для добавления и Alt для вычитания рамки Круглая рамка	 (interactive)	c:\vt5\vt5\x64\Debug\comps\selection.dll	X:int=-1; Y:int=-1; R:int=-1		
SelectInvert	Инвертировать рамку	Рамки	Инвертировать активную рамку Инвертировать рамку		c:\vt5\vt5\x64\Debug\comps\selection.dll			
SelectSmooth	Сглаживание рамки	Рамки	Сглаживание рамки Сглаживание рамки		c:\vt5\vt5\x64\Debug\comps\selection.dll			
SelectMakeVirtual	Виртуализировать рамку	Internal Actions	Виртуализировать рамку Виртуализировать рамку		c:\vt5\vt5\x64\Debug\comps\selection.dll			
SelectAll	Выделить все	Рамки	Нанести рамку на все изображение Выделить все		c:\vt5\vt5\x64\Debug\comps\selection.dll			
AddView	Добавить вид отображения в разделитель окна	Internal Actions	Добавить вид отображения в разделитель окна Добавить вид отображения в разделитель окна		c:\vt5\vt5\x64\Debug\comps\StdSplitter.dll	Name:string		
RemoveView	Удалить вид отображения из разделителя окна	Internal Actions	Удалить вид отображения из разделителя окна Удалить вид отображения из разделителя окна		c:\vt5\vt5\x64\Debug\comps\StdSplitter.dll			
RenameView	Переименовать вид отображения в разделителе окна	Internal Actions	Переименовать вид отображения в разделителе окна Переименовать вид отображения в разделителе окна		c:\vt5\vt5\x64\Debug\comps\StdSplitter.dll	Name:string		
LoadViewState	Загрузить сотояние вида отображения	Internal Actions	Загрузить сотояние вида отображения Загрузить сотояние вида отображения		c:\vt5\vt5\x64\Debug\comps\StdSplitter.dll	FileName:string		
SaveViewState	Сохранить сотояние вида отображения\Internal Actions	Сохранить сотояние вида отображения	Сохранить сотояние вида отображения Сохранить сотояние вида отображения		c:\vt5\vt5\x64\Debug\comps\StdSplitter.dll	FileName:string		
CompareScreen	Захватить вид сравнения	Internal Actions	Захват вида сравнения Захватить вид сравнения		c:\vt5\vt5\x64\Debug\comps\StdSplitter.dll	ImageName:string=CompareScreen		
SyncEdit	Синхронное редактирование	Вид	Синхронизировать операции редактирования Синхронное редактирование		c:\vt5\vt5\x64\Debug\comps\syncedit.dll			
SyncScroll	Синхронизация изображений	Окно	Синхронизация изображений (если окно документа разделено) Синхронизация изображений		c:\vt5\vt5\x64\Debug\comps\syncview.dll	Param:string		
SyncZoom	Синхронизация изображений и увеличений	Окно	Синхронизация изображений и увеличений (если окно документа разделено) Синхронизация изображений и увеличений		c:\vt5\vt5\x64\Debug\comps\syncview.dll	Param:string		
SyncScrollRelative	Относительная синхронизация изображений	Окно	Относительная синхронизация изображений (если окно документа разделено) Относительная синхронизация изображений		c:\vt5\vt5\x64\Debug\comps\syncview.dll	Param:string		
SyncContextAll	Синхронизация содержания	Окно	Синхронизация содержания и видов отображения Синхронизация содержания		c:\vt5\vt5\x64\Debug\comps\syncview.dll	Param:string		
SyncContext	Синхронизация содержания	Окно	Синхронизация содержания и видов отображения Синхронизация содержания		c:\vt5\vt5\x64\Debug\comps\syncview.dll	Param:string		
RunTestWindow	RunTestWindow	Tests	run test window RunTestWindow		c:\vt5\vt5\x64\Debug\comps\TestUI.dll			
EditTestDB	EditTestDB	Tests	edit tests database EditTestDB		c:\vt5\vt5\x64\Debug\comps\TestUI.dll			
ShowThumbnail	Показать кадр	Data	Показать кадр Показать кадр		c:\vt5\vt5\x64\Debug\comps\ThumbMan.dll			
InteractiveZoom	Интерактиваная лупа	Вид	Левой кнопкой мыши открыть выпадающий список, движком изменить увеличение Интерактиваная лупа		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
ZoomFit	Set Fit to Window On	View	Set Fit to Window On Set Fit to Window On		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
ZoomIn	Увеличение	Вид	Увеличить изображение Увеличение		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
ZoomOut	Уменьшение	Вид	Уменьшение изображения Уменьшение		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
Zoom41	Уменьшение 4:1	Вид	Уменьшить изображение 4:1 Уменьшение 4:1		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
Zoom31	Уменьшение 3:1	Вид	Уменьшить изображение 3:1 Уменьшение 3:1		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
Zoom21	Уменьшение 2:1	Вид	Уменьшить изображения 2:1 Уменьшение 2:1		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
Zoom12	Увеличение 1:2	Вид	Увеличить изображение 1:2 Увеличение 1:2		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
Zoom13	Увеличение 1:3	Вид	Увеличить изображение 1:3 Увеличение 1:3		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
Zoom14	Увеличение 1:4	Вид	Увеличить изображение 1:4 Увеличение 1:4		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
ZoomNormal	Увеличение 1:1	Вид	Увеличить изображение 1:1 Увеличение 1:1		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
Zoom	Лупа	Вид	Левая кнопка мыши: увеличение, +Shift: уменьшение, правая кнопка: исх. изображение Лупа	 (interactive)	c:\vt5\vt5\x64\Debug\comps\zoom.dll	Zoom:double=0		
FitDoc2Screen	Размер изображения по экрану	Вид	Устанавить размер изображения по размеру экрана Размер изображения по экрану		c:\vt5\vt5\x64\Debug\comps\zoom.dll	MaxZoom:double=100.0		
Fit2Image	Размер окна по изображению	Вид	Установить размер окна документа по изображению Размер окна по изображению		c:\vt5\vt5\x64\Debug\comps\zoom.dll			
InteractiveScroll	Прокрутка изображения	Вид	Удерживая левую кнопку мыши, просматривайте изображение в любом направлении Прокрутка изображения	 (interactive)	c:\vt5\vt5\x64\Debug\comps\zoom.dll			
ClassesArrange	Упорядочить классы	Classification	Упорядочить классы		c:\vt5\vt5\x64\Debug\comps\Apportionment.dll	ClassList:Class List		
ShowApportionment	Показать распределение	Вид	Показать распределение		c:\vt5\vt5\x64\Debug\comps\Apportionment.dll			
AviSignature	AviSignature	AVI	AviSignature		c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
ShowAviGallery	Показать галерею AVI	AVI	Показать галерею AVI		c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
AviStop	Стоп	AVI	Стоп		c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
AviPlay	Показать AVI файл	AVI	Показать AVI файл	 (interactive)	c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
AviMoveTo	Перейти	AVI	Перейти		c:\vt5\vt5\x64\Debug\comps\AviBase.dll	FrameNum:int=1		
AviMovePrev	Предыдущий	AVI	Показать предыдущий кадр		c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
AviMoveLast	Последний	AVI	Показать последний кадр		c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
AviMoveNext	Следующий	AVI	Показать следующий кадр		c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
AviMoveFirst	Первый	AVI	Показать первый кадр		c:\vt5\vt5\x64\Debug\comps\AviBase.dll			
InsertAviObject	Добавить AVI-объект	AVI	Добавление AVI-объекта		c:\vt5\vt5\x64\Debug\comps\AviBase.dll	AviFileName:string; LinkToFile:int=1		
GetObjectDescription	Информация	ClassBase	Информация		c:\vt5\vt5\x64\Debug\comps\ClassBase.dll	ObjectListName:string; Class:int=0		
TrainClassifier	TrainClassifier	ClassBase	TrainClassifier		c:\vt5\vt5\x64\Debug\comps\ClassBase.dll	ClassFile:string; ObjectName:string		
ClassifyObjectList	ClassifyObjectList	ClassBase	ClassifyObjectList		c:\vt5\vt5\x64\Debug\comps\ClassBase.dll	ClassFile:string; ObjectName:string; PrevClassFile:string; PrevClasses:string		
SetClass	Назначить класс	Правка	Назначить класс для выбранного объекта		c:\vt5\vt5\x64\Debug\comps\ClassBase.dll	Class:int=-1; ClassFile:string; Deselect:int=0		
AddAllObjectsToTeach	Добавить все объекты для обучения	Классификация	Добавить все объекты на активном изображении в обучающую базу		c:\vt5\vt5\x64\Debug\comps\Classify.dll			
AddObjectToTeach	Добавить объект для обучения	Классификация	Добавить объект в обучающую базу - левая кнопка мыши	 (interactive)	c:\vt5\vt5\x64\Debug\comps\Classify.dll			
EmptyClassifier	Очистить обучающую базу	Классификация	Очистка обучающей базы классификатора		c:\vt5\vt5\x64\Debug\comps\Classify.dll			
TeachClassifier	Обучить классификатор	Классификация	Обучение классификатора по обучающей базе		c:\vt5\vt5\x64\Debug\comps\Classify.dll	ShowMessage:int		
ManualClassifyObjects	Ручная классификация	Классификация	Ручная классификация объектов. Укажите класс выбранного объекта	 (interactive)	c:\vt5\vt5\x64\Debug\comps\Classify.dll			
ClassifyObjects	Классифицировать объекты	Классификация	Автоматическая классификация всех объектов на активном изображении		c:\vt5\vt5\x64\Debug\comps\Classify.dll			
CopyImageToObjects	Обновить список объектов	Преобразования	Обновить список объектов с изображения	 (filter)	c:\vt5\vt5\x64\Debug\comps\Classify.dll	Img:Image; ObjOld:Object List	Obj:Object List	
EqualizeAllObj	Контраст хромосом	Преобразования	Контрастирование всех хромосом		c:\vt5\vt5\x64\Debug\comps\Classify.dll	Name:string		
UnEqualizeObj	Отменить контраст	Преобразования	Отменить контрастирование выбранной хромосомы - левая кнопка мыши, выход - Esc.	 (interactive)	c:\vt5\vt5\x64\Debug\comps\Classify.dll			
EqualizeObj	Контраст хромосомы	Преобразования	Контрастирование указанной хромосомы - левая кнопка мыши	 (interactive)	c:\vt5\vt5\x64\Debug\comps\Classify.dll			
Freeze	Заморозка окна	For Developers	Заморозить окно программы		c:\vt5\vt5\x64\Debug\comps\Freeze.dll	WantToFreeze:int=1; Name:string		
SmoothContour	Сглаживание контуров масок	Filters	Сглаживание контуров масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	SmoothContour:Binary	
BinMorphDivision2	Binary Division	Binary	Division of the binary image	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinImage:Binary	BinMorphDivision2:Binary	
BinMorphDivision	Разделение масок	Binary	Разделение масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinImage:Binary	BinMorphDivision:Binary	
BinDeleteSmallObjects	Удаление мелких масок объектов	Binary	Удаление мелких масок объектов	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MinSize:int=5; MinSize2:int=-1; FormThreshold:double=0.3; FillValue:int=0; BinSource:Binary; Flags:int=0	BinResult:Binary	
BinReconstructBack	BinReconstructBack	Binary	BinReconstructBack	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinSource:Binary; BinSeed:Binary	BinReconstructed:Binary	
BinReconstructFore	BinReconstructFore	Binary	BinReconstructFore	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinSource:Binary; BinSeed:Binary	BinReconstructed:Binary	
BinDilateObjects	Дилатация масок без слияния объектов	Binary	Дилатация масок без слияния объектов	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	DilateCount:int=0; BinImage:Binary	BinResult:Binary	
BinSmooth	Сглаживание масок	Filters	Сглаживание масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MaskSize:int=9; Level:int=3; BinImage:Binary	BinSmooth:Binary	
BinCustomLogic	BinCustomLogic	Binary	BinCustomLogic	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	Combinations:int=11; BinSource1:Binary; BinSource2:Binary	CustomLogic:Binary	
BinXor	Объединение масок без пересечения	Маски объектов	Объединение масок без пересечения	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinSource1:Binary; BinSource2:Binary	BinXor:Binary	
BinAnd	Пересечение масок	Маски объектов	Пересечение масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinSource1:Binary; BinSource2:Binary	BinAnd:Binary	
BinOr	Объединение масок	Маски объектов	Объединение масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinSource1:Binary; BinSource2:Binary	BinOr:Binary	
BinNot	Инвертировать маски	Маски объектов	Инвертировать маски объектов	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinSource1:Binary	BinNot:Binary	
BinClose	Закрытие масок	Binary	Закрытие масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinErode:Binary	
BinOpen	Открытие масок	Binary	Открытие масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinErode:Binary	
BinDilate	Дилатация масок	Binary	Дилатация масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinDilate:Binary	
BinErode	Эрозия масок	Binary	Эрозия масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinErode:Binary	
BinMedian	Медиана масок	Binary	Медиана масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	MaskSize:int=3; BinImage:Binary	BinMedian:Binary	
BinCleanV4	BinCleanV4	Binary	BinCleanV4	 (filter)	c:\vt5\vt5\x64\Debug\comps\image.dll	BinImage:Binary	CleanV4:Binary	
ImageSubEx	Вычитание изображений	Преобразования	Вычитание изображений	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageMul	Умножение изображений	Преобразования	Умножение изображений	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	mul:double=1; img1:Image; img2:Image	result:Image	
ImageDiv	Деление изображений	Преобразования	Деление изображений	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	mul:double=1; img1:Image; img2:Image	result:Image	
ImageSubLight	Вычитание фона	Преобразования	Устранение неровностей фона на изображении	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageDiff	Разность изображений	Преобразования	Разность изображений	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageSub	Вычитание изображений	Преобразования	Вычитание изображений	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageAdd	Сложение изображений	Преобразования	Сложение изображений	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	img1:Image; img2:Image	result:Image	
ImageCombine	Комбинировать изображения	Filters	Комбинировать два изображения	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	ShowInterface:int=1; A:double=1; B:double=0; C:double=0; img1:Image; img2:Image	result:Image	
ApplyLookup	Применить таблицу преобразования цветов к изображению	Internal Actions	Применить таблицу преобразования цветов к изображению	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	Result:Image	Img:Image	
AutoBC	Автоконтраст	Преобразования	Автоматическое контрастирование изображения	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters.dll	InputBlackLevel:int=0; InputWhiteLevel:int=0; OutputBlackLevel:int=0; OutputWhiteLevel:int=100; Img:Image	Result:Image	
CleanFrame	CleanFrame	Filters	CleanFrame	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Mask:int=7; Level:int=8192; CurrentFrame:Image; PrevFrame:Image	Clear:Image	
Sharpness	Sharpness	Фильтры	Sharpness	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Strengthening:int=10; Noise:int=0; Img:Image	Sharpness:Image	
MeanEVV	Сглаживание	Преобразования	Сглаживание	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	mask_size:int=20; nParam:int=100; Img:Image	Result:Image	
EvenV	Выравнивание фона	Преобразования	Выравнивание фона	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	sqr_number:int=10; even_method:int=0; background_type:int=0; even_brightness:int=0; contrast:int=0; Img:Image	Result:Image	
DilateOnImage	DilateOnImage	Filters	DilateOnImage	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Quantity:double=100.0; Tolerance:double=20.0; Image:Image; Seed:Binary	DilateOnImage:Binary	
Signature	Signature	Security	Signature	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	ImgSrc:Image	ImgResult:Image	
Watermark	Watermark	Security	Watermark	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Mark:int=1; ImgSrc:Image; ImgMark:Image	ImgResult:Image	
TopHat	TopHat	Filters	TopHat	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Mask:int=15; FindDark:int=1; Img:Image	TopHat:Image	
FindNuclei	FindNuclei	Filters	Find Nuclei	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Img:Image	Result:Image	
AreaSeg	AreaSeg	Filters	Area Segmentation	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	smooth:int=4; k9:double=3; min_obj_size:double=1.0; bg_selection_method:int=3; bg_expand_method:int=2; bg_expand_level:double=0.1; Img:Image	Result:Binary	
ColorSeg	ColorSeg	Filters	Color Segmentation	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	preset:int=1; seg_colors:int=0; radius:int=5; n_min:int=400; n_min1:int=200; n_con:int=30; count_lim:int=5; Img:Image	Result:Binary	
EvenAAM	Выравнивание фона	Преобразования	Выравнивание фона	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	sqr_size:int=32; even_method:int=4; background_type:int=0; even_brightness:int=0; max_contrast:double=1; auto_contrast:int=0; Img:Image	Result:Image	
CloseByReconstructionAAM	Закрытие с реконструкцией	Преобразования	Закрытие с реконструкцией	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Seed:Image; Img:Image	Result:Image	
OpenByReconstructionAAM	Открытие с реконструкцией	Преобразования	Открытие с реконструкцией	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Seed:Image; Img:Image	Result:Image	
DoubleEdge	DoubleEdge thresholding	Filters	DoubleEdge thresholding	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	Tmin:int=30000; Tmax:int=50000; Img:Image	Result:Binary	
Variance	Вариации	Filters	Вариации	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	AddToSource:int=0; Img:Image	Result:Image	
Gradient	Градиент	Filters	Градиент	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	AddToSource:int=0; Img:Image	Result:Image	
MeanKNV	Сглаживание по размеру	Filters	Сглаживание по размеру	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	nMaskSize:int=20; nParam:int=100; Img:Image	Result:Image	
MeanEV	Сглаживание по яркости	Filters	Сглаживание по яркости	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	mask_size:int=20; nParam:int=10000; Img:Image	Result:Image	
AutoContrast	Автоконтраст	Filters	Автоконтраст	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	string_values1:string; string_values2:string; Img:Image	Result:Image	
ColorBalance	Цветовой баланс	Filters	Коррекция цвета изображения	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	string_valeus:string; Img:Image	Result:Image	
CloseByReconstruction	Close by Reconstruction	Filters	Close by reconstruction	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	mask_size:int=5; mask_type:int=1; color_epsilon:int=0; Img:Image	Result:Image	
OpenByReconstruction	Open by Reconstruction	Filters	Open by reconstruction	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageFilters2.dll	mask_size:int=5; mask_type:int=1; color_epsilon:int=0; Img:Image	Result:Image	
AdjustParams	AdjustParams	neuro	AdjustParams		c:\vt5\vt5\x64\Debug\comps\neuro.dll	LearningInfo:string; Passes:int=5000; ObjectList:Object List		
TeachNeuro	TeachNeuro	neuro	TeachNeuro		c:\vt5\vt5\x64\Debug\comps\neuro.dll	LearningInfo:string; ClassifyInfo:string		
ClassifyNeuro	ClassifyNeuro	neuro	ClassifyNeuro	 (filter)	c:\vt5\vt5\x64\Debug\comps\neuro.dll	ClassifyInfo:string; ObjectList:Object List		
UpdateOleObject	Обновить OLE объект	OLE объект	Обновить OLE объект		c:\vt5\vt5\x64\Debug\comps\OleClient.dll			
ShowOleObjectContent	О создании OLE объекта	OLE объект	Информация о создании OLE объекта		c:\vt5\vt5\x64\Debug\comps\OleClient.dll			
ShowOleObject	Показать OLE объект	OLE объект	Показать OLE объект		c:\vt5\vt5\x64\Debug\comps\OleClient.dll			
DeactivateOleObject	Сделать неактивным OLE объект	OLE объект	Сделать неактивным OLE объект		c:\vt5\vt5\x64\Debug\comps\OleClient.dll			
ActivateOleObject	Активизировать OLE объект	OLE объект	Активизировать OLE объект		c:\vt5\vt5\x64\Debug\comps\OleClient.dll			
