ActionName	UserName	GroupName	Help	Type	FileName	ArgIn	ArgOut
AddRemoveColorInterval	Добавить/удалить цветовой интервал	Internal Actions	Добавить или удалить цветовой интервал Добавить/удалить цветовой интервал	 (interactive)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll			
ExtractPhase	Выделить фазу	Internal Actions	Выделить фазу Выделить фазу	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Class:int=-1; Image:Image	ObjectList:Object List	
GrayThresholdingBin	Выделить маски на полутоновом	Фильтры	Выделить маски на полутоновом Выделить маски на полутоновом	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Low:int=96; High:int=192; Image:Image; PaneNum:int=-1	ThresholdingGray:Binary	
MeasurePhasesLight	Измерить фазы по маскам	Фильтры	Измерить фазы по маскам Измерить фазы по маскам	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	BaseImage:Image; BinImage:Binary; Calc:int=1; Phase:int=-1; CopyPhases:int=1; ClassifierName:string	MeasureBin:Object List	
MeasurePhases	Измерить фазы по маскам	Фильтры	Измерить фазы по маскам Измерить фазы по маскам	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	BaseImage:Image; BinImage:Binary; Calc:int=1; Phase:int=-1; CopyPhases:int=0; ClassifierName:string	MeasureBin:Object List	
MeasureBin	Измерить маски	Фильтры	Измерить маски Измерить маски	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	BaseImage:Image; BinImage:Binary; Calc:int=1; Phase:int=-1; CopyPhases:int=0	MeasureBin:Object List	
SmoothMasks	Сглаживание контуров масок	Фильтры	Сгладить контуры масок объектов Сглаживание масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Size:int=7; Image:Binary	SmoothedContours:Binary	
CreateBinaryBySelection	Создать маски по рамке	Binary	Создать маски по рамке Создать маски по рамке	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Selection:Image; Source:Image	BinImage:Binary	
CreateSelectionByBinary	Создать рамку по маскам	Binary	Создать рамку по маскам Создать рамку по маскам		c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Source:Image; BinImage:Binary	Selection:Image	
ResizeBin	ResizeBin	Binary	ResizeBin ResizeBin	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	cx:int=640; cy:int=480; BinImage:Binary	BinResult:Binary	
Erode	Эрозия	Internal Actions	Применить фильтр Эрозия к активному изображению Эрозия	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Source:Image	Erode:Image	
Dilate	Дилатация	Internal Actions	Применить фильтр Дилатация к активному изображению Дилатация	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Source:Image	Dilate:Image	
Open	Открытие	Фильтры	Применить фильтр Открытие к активному изображению Открытие	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Source:Image	Open:Image	
Close	Закрытие	Internal Actions	Применить фильтр Закрытие к активному изображению Закрытие	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Source:Image	Close:Image	
Boundary	Границы	Internal Actions	Применить фильтр Усиление Границ к текущему изображению Границы	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Power:int=3; Source:Image	Boundary:Image	
UltimateErosion	UltimateErosion	Binary	UltimateErosion UltimateErosion	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Method:int=3; Algorythm:int=1; BinImage:Binary	BinResult:Binary	
MorphDivideExBin	Расширенное морфологическое разделение масок	Binary	Расширенное морфологическое разделение масок Расширенное морфологическое разделение масок	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Method:int=3; Algorythm:int=1; BinImage:Binary	BinResult:Binary	
BinaryExtractPhases	Выделить маски фаз	Internal Actions	Выделить маски фаз Выделить маски фаз	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Source:Image	Phase:Binary	
Negative	Негатив	Преобразования	Преобразовать активное изображение в негатив Негатив	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Source:Image	Negative:Image	
Emboss	Рельеф	Internal Actions	Создать рельефное изображение Рельеф	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Source:Image	Emboss:Image	
BrightContrast	Яркость&Контраст	Internal Actions	Изменить яркость и контраст активного изображения Яркость&Контраст	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Brightness:int=0; Contrast:int=0; Gamma:double=0; Source:Image	BriContrast:Image	
Sharping	Резкость	Фильтры	Применить фильтр Резкость к активному изображению Резкость	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Strength:int=0; Source:Image	Sharping:Image	
Median	Сглаживание по медиане	Фильтры	Применить сглаживание по медиане к активному изображению Сглаживание по медиане	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Source:Image	Median:Image	
Average	Сглаживание с усреднением	Internal Actions	Применить сглаживание с усреднением к активному изображению Сглаживание с усреднением	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Source:Image	Average:Image	
Laplas	Лаплас	Фильтры	Применить фильтрацию методом Лапласа к активному изображению Лаплас	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Add:int=0; Source:Image	Laplas:Image	
Equalize	Выравнивание	Internal Actions	Выровнять активное изображение Выравнивание	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	FullByFrame:int=0; Source:Image	Equalize:Image	
LocalEqualize	Локальное выравнивание	Фильтры	Выровнять активное изображение с использованием локального фильтра Локальное выравнивание	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Source:Image	Equalize:Image	
Kirsch	Кирш	Фильтры	Применить фильтрацию по методу Кирша к активному изображению Кирш	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Level:int=1; Add:int=0; Source:Image	Kirsch:Image	
ExtractPhases	Выделить фазы	Internal Actions	Выделить фазы Выделить фазы	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Source:Image	Phases:Image	
UnsharpenMask	Усиление резкости	Фильтры	Усиление общей резкости изображения Усиление резкости	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Threshold:int=0; Strength:int=100; Source:Image	UnsharpenMask:Image	
EqualHists	Выравнивание гистограмм	Преобразования	Выравнивание гистограммы двух изображений Выравнивание гистограмм	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Image0:Image; Image1:Image	EqualHists:Image	
EqualContrasts	Выравнивание контраста	Преобразования	Выравнивание контраста двух изображений Выравнивание контраста	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Image0:Image; Image1:Image	Result Equal:Image	
FillHolesBin	Заполнение пустот в масках объектов	Binary	Заполнение пустот в масках объектов Заполнение пустот в масках объектов	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	Size:int=0; BinImage:Binary	BinResult:Binary	
FastAverage	Быстрое сглаживание с усреднением	Internal Actions	Применить быстрое сглаживание с усреднением к изображению Быстрое сглаживание с усреднением	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; SourceImage:Image; MaskSizeY:int=-1	Average:Image	
FastUnsharpenMask	Быстрое усиление резкости	Фильтры	Применить быстрое усиления резкости к активному изображению Быстрое усиление резкости	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Threshold:int=0; Strength:int=100; Source:Image	UnsharpenMask:Image	
FastGradient	Быстрый градиент	Фильтры	Применить фильтр Быстрый градиент к активному изображению Быстрый градиент	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	MaskSize:int=5; Power:int=3; Base:int=32000; SourceImage:Image	Gradient:Image	
CutDocBySel	Обрезать данные в документе по рамке	Изображение	Обрезать данные в документе по рамке Обрезать данные в документе по рамке		c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll			
BranchSplit	BranchSplit	Filters	BranchSplit BranchSplit	 (filter)	c:\vt5\vt5\x64\Debug\comps\FiltersMain.dll	BinImage:Binary	BinResult:Binary; DbgResult:Image	
Cipher	Cipher	Image	Cipher Image Cipher Image	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	NX:int=10; NY:int=10; Cipher:int=13; Image:Image	Ciphered:Image	
ShowCalibr	Показать маркер	View	Показать калибровочный маркер на изображении Показать маркер		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Show:int=-1; SetToShellData:int=0		
ShowImage	Изображение с контурами	Вид	Показать изображение с контурами объектов Изображение с контурами		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ImageTransform	Масштабирование и поворот изображения	Правка	Масштабирование и поворот изображения Масштабирование и поворот изображения		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	ZoomX:double=1; ZoomY:double=1; Angle:double=0; PosX:int=0; PosY:int=0		
ShowObjects	Объекты на фоне	Вид	Показать изображение с обектами на фоне Объекты на фоне		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowMasks	Маски объектов	Вид	Показать изображение с масками объектов Маски объектов		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
Resize	Изменить размер	Правка	Изменить размера изображения Изменить размер	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Width:int=-1; Height:int=-1; Source:Image	Resized:Image	
Rotate	Произвольный поворот...	Изображение	Произвольный поворот изображения Произвольный поворот	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Angle:int=0; Source:Image	Rotated:Image	
MirrorHorz	Горизонтальное отражение	Изображение	Горизонтальное отражение изображения Горизонтальное отражение	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Source:Image	FlipedHorz:Image	
MirrorVert	Вертикальное отражение	Изображение	Вертикальное отражение изображения Вертикальное отражение	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Source:Image	FlipedVert:Image	
Rotate90	Повернуть на 90	Изображение	Поворот изображения на 90 градусов Повернуть на 90	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Source:Image	Rotated90:Image	
Rotate180	Повернуть на 180	Изображение	Поворот изображения на 180 градусов Повернуть на 180	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Source:Image	Rotated180:Image	
Rotate270	Повернуть на 270	Изображение	Поворот изображения на 270 градусов Повернуть на 270	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Source:Image	Rotated270:Image	
Expansion	Выделить цветовые каналы	Изображение	Выделить отдельные цветовые каналы цветного изображения Выделить цветовые каналы		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
Merge	Объединить цветовые каналы	Правка	Объединить цветовые каналы изображения Объединить цветовые каналы	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	ColorSpace:string=RGB; Pane0Image:Image; Pane1Image:Image; Pane2Image:Image	Combined:Image	
Clone	Дубликат изображения	Изображение	Создать дубликат изображения Дубликат изображения		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Source:string		
Borders	Добавить поля	Internal Actions	Нанести поля на изображение Добавить поля	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	Left:int=0; Top:int=0; Right:int=0; Bottom:int=0; Source:Image	Expanded:Image	
Crop	Вырезать фрагмент	Изображение	Вырезать фрагмент изображения Вырезать фрагмент	 (interactive)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	X:int=0; Y:int=0; Width:int=-1; Height:int=-1		
ShowSource	Исходное изображение	Вид	Показать исходное изображение Исходное изображение		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowPseudo	Цветокодированное изображение	Вид	Показать цветокодированное изображение Цветокодированное изображение		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowPhase	Показать фазы	Вид	Показать фазы Показать фазы		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowBinaryFore	Трейсы на исходном изображении	Вид	Показать трейсы на исходном изображении Трейсы на исходном изображении		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowBinaryBack	Трейсы на фоне	Вид	Показать трейсы на фоне Трейсы на фоне		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowBinary	Бинарное изображение	View	Показать бинарное изображение Бинарное изображение		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowBinaryContour	Показать бинарное с контурами	View	Показать бинарное изображение с контурами Показать бинарное с контурами		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ShowView	Показать вид с использованием программного идентификатора	View	Показать вид с использованием программного идентификатора Показать вид с использованием программного идентификатора		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	ViewProgID:string=ImageDoc.ImageView		
CanConvertToGray	CanConvertToGray	Вид	CanConvertToGray CanConvertToGray		c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll			
ConvertImage	Конвертирование изображения...	Изображение	Перевести изображение в другую цветовую модель Конвертирование изображения	 (filter)	c:\vt5\vt5\x64\Debug\comps\ImageDoc.dll	newColorSystem:string; DeleteArg:int=-1; Source:Image	Converted:Image	
MacroRecord	Записать новый макрос	Tools	Записать новый макрос Записать новый макрос		c:\vt5\vt5\x64\Debug\comps\macros.dll			
MeasManualFreeLine	Длина произвольной линии	Измерения	Измерить длину произвольной линии Длина произвольной линии	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualSpline	Длина линии сплайном	Измерения	Измерить длину линии сплайном Длина линии сплайном	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualCount	Подсчет количества	Измерения	Подсчет количества объектов. Левая кнопка мыши-подсчет, правая-завершение. Подсчет количества	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualLine	Длина прямой линии	Измерения	Измерить длину прямой линии Длина прямой линии	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualBrokenLine	Длина ломаной линии	Измерения	Измерить длину ломаной линии Длина ломаной линии	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualCycle2	Радиус по 2 точкам	Измерения	Измерить радиус по 2 точкам Радиус по 2 точкам	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualCycle3	Радиус по 3 точкам	Измерения	Измерить радиус по 3 точкам Радиус по 3 точкам	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualAngle3Point	Угол по 3 точкам	Измерения	Измерить угол по 3 точкам Угол по 3 точкам	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualAngle2Line	Угол по 2 линиям	Измерения	Измерить угол по двум линиям Угол по 2 линиям	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MeasManualParallel	Расстояние между параллельными линиями	Измерения	Расстояние между параллельными линиями. Левая кнопка мыши-измерить, правая-закончить. Расстояние между параллельными линиями	 (interactive)	c:\vt5\vt5\x64\Debug\comps\MeasManual.dll			
MtdClearMethod	Удалить все шаги	Методика	Удаление всех шагов методики Удаление всех шагов методики		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	MethodName:string; ShowWarning:int=1		
MtdInsertMsgStep	Вставить сообщение	Методика	Вставить сообщение в активную методику Вставить сообщение в активную методику		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	Message:string; ShowResult:int=1		
ExportScript	ExportScript	Method	ExportScript ExportScript		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	FileName:string		
MethodRedo	MethodRedo	Method	MethodRedo MethodRedo		c:\vt5\vt5\x64\Debug\comps\Metodics.dll			
MethodUndo	MethodUndo	Method	MethodUndo MethodUndo		c:\vt5\vt5\x64\Debug\comps\Metodics.dll			
MtdDeleteMethod	Удалить методику	Методика	Удалить методику Удалить методику		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	MethodName:string; ShowWarning:int=1		
MtdCopyMethod	Копировать методику	Методика	Копировать методику Копировать методику		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	MethodName:string; Activate:int=1		
MtdSaveMethod	MtdSaveMethod	Method	MtdSaveMethod MtdSaveMethod		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	MethodName:string		
MtdCreateMethod	Новая методика	Методика	Новая методика Новая методика		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	MethodName:string; Activate:int=1		
MtdRunStop	Старт методики	Методика	Запустить или остановить методику Старт методики		c:\vt5\vt5\x64\Debug\comps\Metodics.dll			
MtdList	Список методик	Методика	Список методик Список методик		c:\vt5\vt5\x64\Debug\comps\Metodics.dll			
MtdAddItem	MtdAddItemt	Method	MtdAddItem MtdAddItem		c:\vt5\vt5\x64\Debug\comps\Metodics.dll			
MethodOpen	MethodOpen	Method	MethodOpen MethodOpen		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	PanePath:string; Open:int=1		
MtdRemoveItem	MtdRemoveItemt	Method	MtdRemoveItem MtdRemoveItem		c:\vt5\vt5\x64\Debug\comps\Metodics.dll			
StoreMtdContent	StoreMtdContent	Method	StoreMtdContent StoreMtdContent		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	FileName:string		
LoadMtdContent	LoadMtdContent	Method	LoadMtdContent LoadMtdContent		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	FileName:string		
RemoveMtdPane	RemoveMtdPane	Method	RemoveMtdPane RemoveMtdPane		c:\vt5\vt5\x64\Debug\comps\Metodics.dll			
AddMtdPane	AddMtdPane	Method	AddMtdPane AddMtdPane		c:\vt5\vt5\x64\Debug\comps\Metodics.dll	PaneName:string		
TriggerSequence	Последовательный ввод по внешнему сигналу	Ввод	Последовательный ввод по внешнему сигналу Последовательный ввод по внешнему сигналу		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll			
DoTrigger	Программный триггер	Ввод	Эмуляция срабатывания внешнего сигнала Программный триггер		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll			
TriggerMode	Ввод по триггеру	Ввод	Ввод изображения по внешнему сигналу Ввод по триггеру		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll			
DriverDlg	Настройки драйвера камеры	Ввод	Настройки драйвера камеры Настройки драйвера камеры		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll	DialogName:string		
ShowPreview	Видео	Вид	Просмотр "живого видео" с видеоустройства Видео		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll			
InputVideo	Видео	Ввод	Видео Видео		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll	SelectDriver:int=1; DialogMode:int=1; Name:string; Configuration:string		
InputImageInCurrentDoc	Ввод изображения в активный документ	По умолчанию	Ввести изображение в активный документ Ввод изображения в активный документ		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll	SelectDriver:int=1; DialogMode:int=1; First:int=1; Name:string; Configuration:string		
InputImage	Способ получения изображения	Ввод	Выбор способа получения изображения Способ получения изображения		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll	SelectDriver:int=1; DialogMode:int=1; First:int=1; Name:string; Configuration:string		
RestoreSel	restore selection	По умолчанию	restore selection RestoreSel		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll			
ImageBySel	Обрезать по рамке	Изображение	Обрезать изображение по рамке Обрезать по рамке		c:\vt5\vt5\x64\Debug\comps\NewDoc.dll	RestoreSel:bool=0		
SetZOrder	SetZOrder	Edit	SetZOrder SetZOrder		c:\vt5\vt5\x64\Debug\comps\objects.dll	ParamKey:int=1; Direction:int=0		
ActiveObjectFillHoles	Заполнение дыр в активном объекте	Правка	Заполнение дыр в активном объекте Заполнение дыр в активном объекте		c:\vt5\vt5\x64\Debug\comps\objects.dll	Size:int=0		
ActiveObjectClose	Закрытие активного объекта	Правка	Закрытие активного объекта Закрытие активного объекта		c:\vt5\vt5\x64\Debug\comps\objects.dll	OperationsCount:int=1; MinObject:int=5		
ActiveObjectOpen	Открытие активного объекта	Правка	Открытие активного объекта Открытие активного объекта		c:\vt5\vt5\x64\Debug\comps\objects.dll	OperationsCount:int=1; MinObject:int=5		
ActiveObjectDilate	Дилатация активного объекта	Правка	Дилатация активного объекта Дилатация активного объекта		c:\vt5\vt5\x64\Debug\comps\objects.dll	OperationsCount:int=1		
ActiveObjectErode	Эрозия активного объекта	Правка	Эрозия активного объекта Эрозия активного объекта		c:\vt5\vt5\x64\Debug\comps\objects.dll	OperationsCount:int=1; MinObject:int=5		
ObjectsExport	Export objects list	Edit	Export objects list Export objects list		c:\vt5\vt5\x64\Debug\comps\objects.dll	ObjectList:string; FileName:string; ExportType:int=0; AddParamNames:int=1; DecimalSeparator:string		
MakeObjectsNonVirtual	MakeObjectsNonVirtual	Edit	MakeObjectsNonVirtual MakeObjectsNonVirtual		c:\vt5\vt5\x64\Debug\comps\objects.dll			
MakeObjectsVirtual	MakeObjectsVirtual	Правка	MakeObjectsVirtual MakeObjectsVirtual		c:\vt5\vt5\x64\Debug\comps\objects.dll			
MapObjectsToImage	MapObjectsToImage	Правка	MapObjectsToImage MapObjectsToImage		c:\vt5\vt5\x64\Debug\comps\objects.dll			
SetListZOrder	SetListZOrder	Измерения	SetListZOrder SetListZOrder		c:\vt5\vt5\x64\Debug\comps\objects.dll	ZOrder:int=0; UsedClass:int=-1; ClassifierName:string; ListName:string		
JoinAllObjects	Join all objects	Edit	Join all objects Join all objects	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	UseClasses:int=0; ClassifierName:string; InitContours:int=0; MeasObjects:Object List	TotalObject:Object List	
ReCalcOnChangeCalibr	Перемерить объекты	Измерения	Перемерить объекты в соответствии с выбранной калибровкой Перемерить объекты		c:\vt5\vt5\x64\Debug\comps\objects.dll	ObjList:string		
CalcMeasResult	Измерить объекты	Измерения	Измерить или перемерить нанесенные объекты Измерить объекты		c:\vt5\vt5\x64\Debug\comps\objects.dll	ObjectList:string		
ObjectMagickStick	Волшебная палочка	Измерения	Shift-добавление, Alt-вычитание Волшебная палочка	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectRect	Прямоугольный объект	Измерения	Shift-добавление, Alt-вычитание, Ctrl-перекрестье Прямоугольный объект	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll	Left:int=0; Top:int=0; Right:int=0; Bottom:int=0		
ObjectEllipse	Круглый объект	Измерения	Shift-добавление, Alt-вычитание Круглый объект	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll	X:int=-1; Y:int=-1; R:int=-1		
ObjectSpline	Объект сплайном	Измерения	Shift-добавление, Alt-вычитание, завершение-двойное нажатие левой кнопки Объект сплайном	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectFree	Произвольный объект	Измерения	Shift-добавление, Alt-вычитание Произвольный объект	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectRectFixed	Прямоугольный фиксированный объект	Измерения	Shift-добавление, Alt-вычитание Прямоугольный фиксированный объект	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll	X:double=-1; Y:double=-1; Width:double=0; Height:double=0; UseCalibration:int=0		
ObjectRectDirect	Прямоугольный направленный объект	Измерения	Shift-добавление, Alt-вычитание Прямоугольный направленный объект 	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll	X1:int=-1; Y1:int=-1; X2:int=-1; Y2:int=-1; Width:int=-1		
ObjectEllipseFixed	Эллиптический фиксированный объект	Измерения	Shift-добавление, Alt-вычитание Эллиптический фиксированный объект	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll	X:double=-1; Y:double=-1; Width:double=0; Height:double=0; UseCalibration:int=0		
ObjectEllipseDirect	Эллиптический направленный объект	Измерения	Shift-добавление, Alt-вычитание Эллиптический направленный объект	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll	X1:int=-1; Y1:int=-1; X2:int=-1; Y2:int=-1; Width:int=-1		
ObjectEditorSpec	Область на изображении	Измерения	Левая кнопка мыши-рисование Область на изображении	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectEditor	Карандаш	Измерения	Левая кнопка мыши-рисование, правая-стирание Карандаш	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectLine	Линейный объект	Измерения	Нанести линейный объект Линейный объект	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectPolyLine	Объект ломаной линией	Измерения	Нанести объект в форме ломаной линии Объект ломаной линией	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectsMakeLight	Облегчить объекты	Правка	Облегчить объекты Облегчить объекты	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	MeasObjects:Object List	MeasObjects light:Object List	
ObjectsSplit	Разделить объекты на классы	Правка	Разделить объекты на классы Разделить объекты на классы	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	MeasObjects:Object List		
ObjectsSetClass	Назначить класс для всех объектов в списке	Правка	Назначить класс для всех объектов в списке Назначить класс для всех объектов в списке	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	Class:string; MeasObjects:Object List	ObjectsSetClass:Object List	
ObjectsMerge	Объединить два списка объектов	Измерения	Объединить два списка объектов Объединить два списка объектов	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	MeasObjects1:Object List; MeasObjects2:Object List; VerifyType:int=0	ObjectsMerge:Object List	
ObjectsRemove	Удалить все объекты выбранного класса	Правка	Удалить все объекты выбранного класса Удалить все объекты выбранного класса	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	Class:int=-2; MeasObjects:Object List	ObjectsRemove:Object List	
AutoAssignClasses	Автоматически разделить на классы по параметрам	Правка	Автоматически разделить на классы по параметрам Автоматически разделить на классы по параметрам	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	MeasObjects:Object List	AutoAssignClasses:Object List	
ObjectScissors	Ножницы	Правка	Ножницы для разделения объектов Ножницы	 (interactive)	c:\vt5\vt5\x64\Debug\comps\objects.dll			
ObjectFilter	Фильтрация объектов	Правка	Фильтрация объектов Фильтрация объектов	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	SectionName:string=Objects\ObjectFilter; ShowInterface:int=1; MeasObjects:Object List	ObjectFilter:Object List	
ObjectClassifyByLimits	Классифицировать объекты по пределам	Правка	Классифицировать объекты в соответствии с установленными пределами Классифицировать объекты по пределам	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	SectionName:string=Objects\ObjectLimitsClassifier; ShowInterface:int=1; MeasObjects:Object List	ObjectClassifier:Object List	
FilterObjectList	FilterObjectList	Edit	FilterObjectList FilterObjectList	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	Action:string; Params:string; LeaveVirtual:int=0; ActiveObjectOnly:int=0; ObjectList:Object List	ObjectListNew:Object List	
FindBorderObjects	Поиск объектов, граничащих с рамкой	Правка	Поиск объектов, граничащих с рамкой Поиск объектов, граничащих с рамкой	 (filter)	c:\vt5\vt5\x64\Debug\comps\objects.dll	SrcList:Object List	DstList:Object List	
